Run Date,Action,Symbol,Description,Type,Price ($),Quantity,Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
12/31/21,DIVIDEND RECEIVED INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,,0,,,,78.09,6850.39,
12/31/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.11,,,,-0.11,6772.3,
12/31/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.11,6772.3,
12/23/21,DIVIDEND RECEIVED SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,,0,,,,148.41,6772.19,
12/21/21,DIVIDEND RECEIVED VANGUARD WORLD FD UTILITIES ETF (VPU) (Cash),VPU,VANGUARD WORLD FD UTILITIES ETF,Cash,,0,,,,69.67,6623.78,
12/20/21,DIVIDEND RECEIVED NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,,0,,,,2.72,6554.11,
12/20/21,LONG-TERM CAP GAIN NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,,0,,,,495.18,6551.39,
12/20/21,SHORT-TERM CAP GAIN NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,,0,,,,1056.08,6056.21,
12/15/21,YOU BOUGHT SCHWAB US LARGE-CAP GROWTH ETF (SCHG) (Cash),SCHG,SCHWAB US LARGE-CAP GROWTH ETF,Cash,158.11,120,,,,-18973.2,5000.13,12/17/21
12/15/21,YOU BOUGHT SCHWAB US LARGE-CAP GROWTH ETF (SCHG) (Cash),SCHG,SCHWAB US LARGE-CAP GROWTH ETF,Cash,158.11,0.31,,,,-49.01,23973.33,12/17/21
12/14/21,YOU SOLD VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,173.14,-0.952,,0.01,,164.82,24022.34,12/16/21
12/14/21,YOU SOLD VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,173.14,-80,,0.08,,13851.12,23857.52,12/16/21
12/14/21,YOU SOLD VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,272.01,-0.958,,0.01,,260.58,10006.4,12/16/21
12/14/21,YOU SOLD VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,272.01,-59,,0.09,,16048.5,9745.82,12/16/21
12/14/21,YOU SOLD EX-DIV DATE 12/20/21RECORD DATE 12/21/21PAYABLE DTE 12/23/21 VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,49.14,-0.989,,0.01,,48.59,-6302.68,12/16/21
12/14/21,YOU SOLD VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,49.14,-176,,0.05,,8648.59,-6351.27,12/16/21
12/14/21,YOU BOUGHT VANGUARD WORLD FD UTILITIES ETF (VPU) (Cash),VPU,VANGUARD WORLD FD UTILITIES ETF,Cash,152.65,65,,,,-9922.2,-14999.86,12/16/21
12/14/21,YOU BOUGHT VANGUARD WORLD FD UTILITIES ETF (VPU) (Cash),VPU,VANGUARD WORLD FD UTILITIES ETF,Cash,152.65,0.509,,,,-77.7,-5077.66,12/16/21
12/14/21,YOU BOUGHT SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,49.17,203,,,,-9980.6,-4999.96,12/16/21
12/14/21,YOU BOUGHT SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,49.17,0.394,,,,-19.37,4980.64,12/16/21
12/14/21,YOU BOUGHT SCHWAB US LARGE-CAP GROWTH ETF (SCHG) (Cash),SCHG,SCHWAB US LARGE-CAP GROWTH ETF,Cash,158.45,99,,,,-15686.32,5000.01,12/16/21
12/14/21,YOU BOUGHT SCHWAB US LARGE-CAP GROWTH ETF (SCHG) (Cash),SCHG,SCHWAB US LARGE-CAP GROWTH ETF,Cash,158.45,0.671,,,,-106.32,20686.33,12/16/21
12/13/21,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,2250,20792.65,
11/30/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.13,,,,-0.13,18542.65,
11/30/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.13,18542.65,
11/18/21,YOU SOLD ADVANCED MICRO DEVICES INC (AMD) (Cash),AMD,ADVANCED MICRO DEVICES INC,Cash,156.95,-29,,0.03,,4551.52,18542.52,11/22/21
10/29/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.12,,,,-0.12,13991,
10/29/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.12,13991,
9/30/21,DIVIDEND RECEIVED INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,,0,,,,95.81,13990.88,
9/30/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.11,,,,-0.11,13895.07,
9/30/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.11,13895.07,
9/29/21,DIVIDEND RECEIVED VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,,0,,,,53.56,13894.96,
9/29/21,DIVIDEND RECEIVED VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,,0,,,,8.91,13841.4,
9/23/21,DIVIDEND RECEIVED VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,,0,,,,83.66,13832.49,
9/23/21,DIVIDEND RECEIVED SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,,0,,,,37.94,13748.83,
8/31/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.12,,,,-0.12,13710.89,
8/31/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.12,13710.89,
7/30/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.12,,,,-0.12,13710.77,
7/30/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.12,13710.77,
6/30/21,DIVIDEND RECEIVED INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,,0,,,,72.34,13710.65,
6/30/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.16,,,,-0.16,13638.31,
6/30/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.16,13638.31,
6/29/21,DIVIDEND RECEIVED VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,,0,,,,52.66,13638.15,
6/29/21,DIVIDEND RECEIVED VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,,0,,,,18.2,13585.49,
6/28/21,YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash),AMD,ADVANCED MICRO DEVICES INC,Cash,87.05,57,,,,-4961.72,13567.29,6/30/21
6/28/21,YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash),AMD,ADVANCED MICRO DEVICES INC,Cash,87.05,0.439,,,,-38.21,18529.01,6/30/21
6/25/21,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,2350,18567.22,
6/24/21,DIVIDEND RECEIVED VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,,0,,,,49.61,16217.22,
6/24/21,DIVIDEND RECEIVED SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,,0,,,,41.51,16167.61,
6/18/21,YOU BOUGHT DECKERS OUTDOOR CORP (DECK) (Cash),DECK,DECKERS OUTDOOR CORP,Cash,322.45,12,,,,-3869.4,16126.1,6/22/21
6/18/21,YOU BOUGHT DECKERS OUTDOOR CORP (DECK) (Cash),DECK,DECKERS OUTDOOR CORP,Cash,323.81,0.403,,,,-130.5,19995.5,6/22/21
5/28/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.28,,,,-0.28,20126,
5/28/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.28,20126,
5/20/21,YOU BOUGHT VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,171.26,19,,,,-3253.85,20125.72,5/24/21
5/20/21,YOU BOUGHT VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,171.3,0.269,,,,-46.08,23379.57,5/24/21
5/20/21,YOU BOUGHT VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,269.78,14,,,,-3776.92,23425.65,5/24/21
5/20/21,YOU BOUGHT VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,269.83,0.826,,,,-222.88,27202.57,5/24/21
5/20/21,YOU BOUGHT VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,52.62,43,,,,-2262.56,27425.45,5/24/21
5/20/21,YOU BOUGHT VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,52.62,0.711,,,,-37.41,29688.01,5/24/21
5/20/21,YOU BOUGHT SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,42.32,33,,,,-1396.4,29725.42,5/24/21
5/20/21,YOU BOUGHT SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,42.32,0.085,,,,-3.6,31121.82,5/24/21
5/20/21,YOU BOUGHT NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,50.48,59,,,,-2978.32,31125.42,5/24/21
5/20/21,YOU BOUGHT NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,50.51,0.429,,,,-21.67,34103.74,5/24/21
5/20/21,YOU BOUGHT INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,148.81,40,,,,-5952.36,34125.41,5/24/21
5/20/21,YOU BOUGHT INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,148.81,0.32,,,,-47.62,40077.77,5/24/21
4/30/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.14,,,,-0.14,40125.39,
4/30/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.14,40125.39,
4/30/21,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,23500,40125.25,
3/31/21,DIVIDEND RECEIVED INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,,0,,,,56.94,16625.25,
3/31/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.38,,,,-0.38,16568.31,
3/31/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.38,16568.31,
3/30/21,DIVIDEND RECEIVED VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,,0,,,,26.05,16567.93,
3/30/21,DIVIDEND RECEIVED VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,,0,,,,5.7,16541.88,
3/25/21,DIVIDEND RECEIVED VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,,0,,,,6,16536.18,
3/25/21,DIVIDEND RECEIVED SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,,0,,,,29.14,16530.18,
3/25/21,YOU BOUGHT VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,159.14,20,,,,-3182.71,16501.04,3/29/21
3/25/21,YOU BOUGHT VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,159.14,0.737,,,,-117.29,19683.75,3/29/21
3/25/21,YOU BOUGHT VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,261.78,15,,,,-3926.75,19801.04,3/29/21
3/25/21,YOU BOUGHT VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,261.79,0.279,,,,-73.04,23727.79,3/29/21
3/25/21,YOU BOUGHT VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,50.43,45,,,,-2269.24,23800.83,3/29/21
3/25/21,YOU BOUGHT VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,50.43,0.609,,,,-30.71,26070.07,3/29/21
3/25/21,YOU BOUGHT SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,38.74,36,,,,-1394.46,26100.78,3/29/21
3/25/21,YOU BOUGHT SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,38.74,0.143,,,,-5.54,27495.24,3/29/21
3/25/21,YOU BOUGHT NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,47.59,62,,,,-2950.58,27500.78,3/29/21
3/25/21,YOU BOUGHT NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,47.59,1.038,,,,-49.39,30451.36,3/29/21
3/25/21,YOU BOUGHT INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,137.38,43,,,,-5907.34,30500.75,3/29/21
3/25/21,YOU BOUGHT INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,137.39,0.674,,,,-92.6,36408.09,3/29/21
3/5/21,YOU BOUGHT VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,161.19,40,,,,-6447.45,36500.69,3/9/21
3/5/21,YOU BOUGHT VANGUARD SMALL CAP VALUE ETF (VBR) (Cash),VBR,VANGUARD SMALL CAP VALUE ETF,Cash,161.16,0.946,,,,-152.45,42948.14,3/9/21
3/5/21,YOU BOUGHT VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,267.98,29,,,,-7771.42,43100.59,3/9/21
3/5/21,YOU BOUGHT VANGUARD SMALL-CAP GROWTH INDEX FUND (VBK) (Cash),VBK,VANGUARD SMALL-CAP GROWTH INDEX FUND,Cash,267.97,0.853,,,,-228.58,50872.01,3/9/21
3/5/21,YOU BOUGHT VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,52.47,87,,,,-4564.89,51100.59,3/9/21
3/5/21,YOU BOUGHT VANGUARD INTL EQUITY INDEX FDS FTSE ... (VWO) (Cash),VWO,VANGUARD INTL EQUITY INDEX FDS FTSE EMR,Cash,52.47,0.669,,,,-35.1,55665.48,3/9/21
3/5/21,YOU BOUGHT SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,36.74,76,,,,-2791.91,55700.58,3/9/21
3/5/21,YOU BOUGHT SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,36.74,0.22,,,,-8.08,58492.49,3/9/21
3/5/21,YOU BOUGHT NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,47.93,125,,,,-5990.63,58500.57,3/9/21
3/5/21,YOU BOUGHT NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,47.98,0.195,,,,-9.36,64491.2,3/9/21
3/5/21,YOU BOUGHT INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,136.25,88,,,,-11989.97,64500.56,3/9/21
3/5/21,YOU BOUGHT INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,136.27,0.073,,,,-9.95,76490.53,3/9/21
3/4/21,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,1440,76500.48,
2/26/21,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.48,,,,-0.48,75060.48,
2/26/21,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.48,75060.48,
2/12/21,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,10280,75060,
2/5/21,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,30000,64780,
1/29/21,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,34780,34780,